REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
UPPER WEST,JIRAPA,2015,GROUNDNUT,15033.07,1.26,18945.10
UPPER WEST,LAMBUSSIE-KARNI,2015,GROUNDNUT,8698.07,0.76,6629.97
UPPER WEST,NADOWLI,2015,GROUNDNUT,29100.82,0.94,27209.50
UPPER WEST,WA WEST,2015,COWPEA,5210.00,1.24,6440.78
UPPER WEST,WA EAST,2015,COWPEA,5680.00,1.09,6202.60
UPPER WEST,WA MUNICIPAL,2015,COWPEA,5420.00,1.07,5807.00
UPPER WEST,LAWRA,2015,COWPEA,280.00,1.45,406.72
UPPER WEST,SISSALA EAST,2015,COWPEA,2140.00,1.00,2138.48
UPPER WEST,SISSALA WEST,2015,COWPEA,12950.00,1.11,14408.31
UPPER WEST,JIRAPA,2015,COWPEA,8740.00,0.81,7113.08
UPPER WEST,LAMBUSSIE-KARNI,2015,COWPEA,5530.00,0.75,4158.79
UPPER WEST,NADOWLI,2015,COWPEA,26170.00,1.18,31004.23
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,MAIZE,659.00,1.02,670.00
WESTERN,SHAMA ,2016,MAIZE,384.00,1.02,392.00
WESTERN,AHANTA WEST,2016,MAIZE,1362.00,1.08,1474.00
WESTERN,MPORHOR WASSA EAST,2016,MAIZE,1748.00,1.94,3396.00
WESTERN,TARKWA NSUAEM,2016,MAIZE,1218.00,1.20,1466.00
WESTERN,PRESTEA HUNI-VALLEY,2016,MAIZE,1300.00,1.13,1475.00
WESTERN,NZEMA EAST,2016,MAIZE,1430.00,1.25,1782.00
WESTERN,ELLEMBELE,2016,MAIZE,618.00,1.00,621.00
WESTERN,JOMORO,2016,MAIZE,800.00,1.25,1000.00
WESTERN,AMENFI EAST,2016,MAIZE,3866.00,1.37,5287.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,MAIZE,3786.00,1.53,5789.00
WESTERN,AOWIN -SUAMAN,2016,MAIZE,7900.00,1.29,10210.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,MAIZE,4940.00,1.11,5494.00
WESTERN,SEFWI-WIAWSO,2016,MAIZE,3271.00,1.96,6411.00
WESTERN,AKONTOMBRA,2016,MAIZE,3799.00,1.15,4369.00
WESTERN,BIA,2016,MAIZE,5259.00,2.28,11996.00
WESTERN,JUABESO,2016,MAIZE,6830.00,1.63,11162.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,RICE,64.00,0.94,60.00
WESTERN,SHAMA ,2016,RICE,177.70,0.75,134.00
WESTERN,AHANTA WEST,2016,RICE,100.20, -   , -   
WESTERN,MPORHOR WASSA EAST,2016,RICE,140.20,1.53,214.00
WESTERN,TARKWA NSUAEM,2016,RICE,1100.00,1.08,1192.00
WESTERN,PRESTEA HUNI-VALLEY,2016,RICE,1244.00,1.11,1376.00
WESTERN,NZEMA EAST,2016,RICE,377.00,1.18,445.00
WESTERN,ELLEMBELE,2016,RICE,932.00,1.04,973.00
WESTERN,JOMORO,2016,RICE,1290.00,1.16,1500.00
WESTERN,AMENFI EAST,2016,RICE,1321.00,1.19,1573.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,RICE,2231.00,1.09,2429.00
WESTERN,AOWIN -SUAMAN,2016,RICE,2760.00,1.24,3416.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,RICE,2000.00,1.17,2343.00
WESTERN,SEFWI-WIAWSO,2016,RICE,2945.00,1.46,4300.00
WESTERN,AKONTOMBRA,2016,RICE,1522.00,1.15,1745.00
WESTERN,BIA,2016,RICE,3700.00,1.16,4310.00
WESTERN,JUABESO,2016,RICE,3889.00,1.85,7211.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,CASSAVA,1170.00,15.30,17900.00
WESTERN,SHAMA ,2016,CASSAVA,1161.00,21.50,24960.00
WESTERN,AHANTA WEST,2016,CASSAVA,4300.00,12.53,53867.00
WESTERN,MPORHOR WASSA EAST,2016,CASSAVA,5360.00,1.61,8645.00
WESTERN,TARKWA NSUAEM,2016,CASSAVA,4100.00,7.91,32432.00
WESTERN,PRESTEA HUNI-VALLEY,2016,CASSAVA,1349.00,25.84,34861.00
WESTERN,NZEMA EAST,2016,CASSAVA,4297.00,18.05,77562.00
WESTERN,ELLEMBELE,2016,CASSAVA,3280.00,9.45,31011.00
WESTERN,JOMORO,2016,CASSAVA,4900.00,13.31,65235.00
WESTERN,AMENFI EAST,2016,CASSAVA,5532.00,10.21,56495.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,CASSAVA,3236.00,18.11,58597.00
WESTERN,AOWIN -SUAMAN,2016,CASSAVA,12600.00,15.04,189462.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,CASSAVA,6903.00,14.46,99792.00
WESTERN,SEFWI-WIAWSO,2016,CASSAVA,5760.00,13.85,79758.00
WESTERN,AKONTOMBRA,2016,CASSAVA,4297.00,11.58,49761.00
WESTERN,BIA,2016,CASSAVA,2920.00,10.11,29533.00
WESTERN,JUABESO,2016,CASSAVA,6540.00,13.52,88436.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,YAM,32.00,5.72,183.00
WESTERN,SHAMA ,2016,YAM,45.00,3.44,155.00
WESTERN,AHANTA WEST,2016,YAM,22.00,4.64,102.00
WESTERN,MPORHOR WASSA EAST,2016,YAM,272.00,7.84,2133.00
WESTERN,TARKWA NSUAEM,2016,YAM,160.00,12.19,1951.00
WESTERN,PRESTEA HUNI-VALLEY,2016,YAM,118.00,5.36,632.00
WESTERN,NZEMA EAST,2016,YAM,38.00,9.82,373.00
WESTERN,ELLEMBELE,2016,YAM,21.00,4.90,103.00
WESTERN,JOMORO,2016,YAM,16.00,5.75,92.00
WESTERN,AMENFI EAST,2016,YAM,512.00,11.74,6011.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,YAM,720.00,5.71,4112.00
WESTERN,AOWIN -SUAMAN,2016,YAM,992.00,7.02,6961.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,YAM,2550.00,12.73,32452.00
WESTERN,SEFWI-WIAWSO,2016,YAM,1745.00,11.38,19850.00
WESTERN,AKONTOMBRA,2016,YAM,1240.00,1.60,1985.00
WESTERN,BIA,2016,YAM,1820.00,0.59,1082.00
WESTERN,JUABESO,2016,YAM,1750.00,12.07,21123.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,COCOYAM,24.00,4.79,115.00
WESTERN,SHAMA ,2016,COCOYAM,25.62,4.88,125.00
WESTERN,AHANTA WEST,2016,COCOYAM,242.00,4.17,1010.00
WESTERN,MPORHOR WASSA EAST,2016,COCOYAM,1961.44,5.03,9866.00
WESTERN,TARKWA NSUAEM,2016,COCOYAM,289.58,7.40,2142.00
WESTERN,PRESTEA HUNI-VALLEY,2016,COCOYAM,324.00,4.25,1378.00
WESTERN,NZEMA EAST,2016,COCOYAM,150.33,5.93,892.00
WESTERN,ELLEMBELE,2016,COCOYAM,55.36,4.84,268.00
WESTERN,JOMORO,2016,COCOYAM,116.32,4.48,521.00
WESTERN,AMENFI EAST,2016,COCOYAM,1355.14,6.47,8769.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,COCOYAM,1324.66,3.53,4673.00
WESTERN,AOWIN -SUAMAN,2016,COCOYAM,6662.15,0.62,4156.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,COCOYAM,7904.30,7.56,59732.00
WESTERN,SEFWI-WIAWSO,2016,COCOYAM,5136.10,8.95,45952.00
WESTERN,AKONTOMBRA,2016,COCOYAM,7963.00,7.68,61122.00
WESTERN,BIA,2016,COCOYAM,4100.00,6.87,28185.00
WESTERN,JUABESO,2016,COCOYAM,7770.00,6.43,49979.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,COCOYAM,361.00,9.31,3360.00
WESTERN,SHAMA ,2016,COCOYAM,287.34,5.01,1441.00
WESTERN,AHANTA WEST,2016,COCOYAM,310.00,6.93,2148.00
WESTERN,MPORHOR WASSA EAST,2016,COCOYAM,1988.60,9.45,18788.00
WESTERN,TARKWA NSUAEM,2016,COCOYAM,624.21,12.08,7542.00
WESTERN,PRESTEA HUNI-VALLEY,2016,COCOYAM,642.72,9.48,6090.00
WESTERN,NZEMA EAST,2016,COCOYAM,324.61,11.23,3646.00
WESTERN,ELLEMBELE,2016,COCOYAM,330.00,4.71,1553.00
WESTERN,JOMORO,2016,COCOYAM,332.55,10.97,3649.00
WESTERN,AMENFI EAST,2016,COCOYAM,5124.00,11.59,59373.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2016,COCOYAM,6515.30,1.07,6985.00
WESTERN,AOWIN -SUAMAN,2016,COCOYAM,13116.22,9.78,128269.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,COCOYAM,9400.98,9.51,89367.00
WESTERN,SEFWI-WIAWSO,2016,COCOYAM,7241.17,13.30,96321.00
WESTERN,AKONTOMBRA,2016,COCOYAM,6182.00,10.98,67856.00
WESTERN,BIA,2016,COCOYAM,6625.30,9.44,62513.00
WESTERN,JUABESO,2016,COCOYAM,10336.00,8.44,87239.00
CENTRAL,UPPER DENKYIRA EAST,2016,MAIZE,2902.81,2.58,7479.32
CENTRAL,UPPER DENKYIRA WEST,2016,MAIZE,4184.93,2.35,9849.03
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,MAIZE,3568.75,3.22,11495.94
CENTRAL,ASSIN SOUTH,2016,MAIZE,3186.02,3.20,10188.60
CENTRAL,ASSIN NORTH,2016,MAIZE,9651.47,1.16,11156.56
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,MAIZE,3966.85,2.95,11713.36
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,MAIZE,3672.67,2.82,10363.84
CENTRAL,MFANTSIMAN,2016,MAIZE,6515.71,2.41,15711.64
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2016,MAIZE,10327.66,1.87,19349.51
CENTRAL,AJUMAKO-ENYAN-ESIAM,2016,MAIZE,3811.71,1.76,6700.25
CENTRAL,EFFUTU (WINNEBA),2016,MAIZE,4569.12,2.50,11412.07
CENTRAL,AWUTU-SENYA,2016,MAIZE,8440.34,2.30,19424.91
CENTRAL,GOMOA EAST,2016,MAIZE,2393.48,2.64,6311.49
CENTRAL,GOMOA WEST,2016,MAIZE,2580.09,2.39,6179.20
CENTRAL,CAPE COAST,2016,MAIZE,5689.51,1.93,11008.73
CENTRAL,AGONA EAST,2016,MAIZE,1870.98,2.24,4185.83
CENTRAL,AGONA WEST,2016,MAIZE,1510.89,2.22,3359.71
CENTRAL,UPPER DENKYIRA EAST,2016,RICE,177.14,1.23,217.41
CENTRAL,UPPER DENKYIRA WEST,2016,RICE,466.22,1.24,580.34
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,RICE,422.07,1.06,446.70
CENTRAL,ASSIN SOUTH,2016,RICE,234.96,2.95,693.47
CENTRAL,ASSIN NORTH,2016,RICE,136.14,1.23,167.23
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,RICE,127.73,1.69,215.65
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,RICE,65.71,1.35,89.00
CENTRAL,GOMOA EAST,2016,RICE,78.00,4.40,343.00
CENTRAL,AGONA EAST,2016,RICE,27.00,1.93,52.00
CENTRAL,UPPER DENKYIRA EAST,2016,CASSAVA,2665.14,20.00,53294.69
CENTRAL,UPPER DENKYIRA WEST,2016,CASSAVA,6332.07,18.46,116914.66
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,CASSAVA,7533.54,21.26,160184.52
CENTRAL,ASSIN SOUTH,2016,CASSAVA,3720.40,32.44,120694.52
CENTRAL,ASSIN NORTH,2016,CASSAVA,6098.98,18.26,111347.60
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,CASSAVA,5329.78,9.72,51819.30
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,CASSAVA,5260.91,14.14,74399.60
CENTRAL,MFANTSIMAN,2016,CASSAVA,10908.05,14.18,154634.81
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2016,CASSAVA,17163.16,19.84,340522.39
CENTRAL,AJUMAKO-ENYAN-ESIAM,2016,CASSAVA,6135.00,18.75,115050.62
CENTRAL,EFFUTU (WINNEBA),2016,CASSAVA,9028.50,14.55,131401.73
CENTRAL,AWUTU-SENYA,2016,CASSAVA,24672.01,14.17,349487.48
CENTRAL,GOMOA EAST,2016,CASSAVA,1533.59,21.00,32212.71
CENTRAL,GOMOA WEST,2016,CASSAVA,3012.66,15.91,47916.95
CENTRAL,CAPE COAST,2016,CASSAVA,7721.07,19.96,154147.44
CENTRAL,AGONA EAST,2016,CASSAVA,2768.97,15.88,43969.53
CENTRAL,AGONA WEST,2016,CASSAVA,1971.17,14.06,27716.45
CENTRAL,UPPER DENKYIRA EAST,2016,YAM,129.01,5.51,710.53
CENTRAL,UPPER DENKYIRA WEST,2016,YAM,312.01,5.10,1592.22
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,YAM,213.01,4.24,904.17
CENTRAL,ASSIN SOUTH,2016,YAM,57.01,5.18,295.19
CENTRAL,ASSIN NORTH,2016,YAM,249.01,4.84,1204.21
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,YAM,526.01,6.73,3538.26
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,YAM,11.31,11.41,129.09
CENTRAL,AJUMAKO-ENYAN-ESIAM,2016,YAM,545.01,3.97,2165.87
CENTRAL,EFFUTU (WINNEBA),2016,YAM,48.01,5.36,257.55
CENTRAL,AWUTU-SENYA,2016,YAM,135.01,6.19,835.83
CENTRAL,GOMOA EAST,2016,YAM,22.51,10.50,236.33
CENTRAL,GOMOA WEST,2016,YAM,10.01,11.99,120.05
CENTRAL,AGONA EAST,2016,YAM,204.01,9.83,2006.44
CENTRAL,AGONA WEST,2016,YAM,144.01,8.47,1220.28
CENTRAL,UPPER DENKYIRA EAST,2016,COCOYAM,1573.61,5.56,8752.62
CENTRAL,UPPER DENKYIRA WEST,2016,COCOYAM,3324.61,5.05,16784.31
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,COCOYAM,643.61,3.48,2241.56
CENTRAL,ASSIN SOUTH,2016,COCOYAM,812.61,4.02,3269.16
CENTRAL,ASSIN NORTH,2016,COCOYAM,1246.61,2.34,2915.31
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,COCOYAM,662.61,4.43,2932.69
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,COCOYAM,33.91,6.34,214.88
CENTRAL,AJUMAKO-ENYAN-ESIAM,2016,COCOYAM,922.61,5.96,5496.51
CENTRAL,AGONA WEST,2016,COCOYAM,49.81,4.46,221.96
CENTRAL,UPPER DENKYIRA EAST,2016,PLANTAIN,2518.75,8.78,22115.21
CENTRAL,UPPER DENKYIRA WEST,2016,PLANTAIN,3724.69,8.99,33472.50
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2016,PLANTAIN,3018.60,8.93,26946.59
CENTRAL,ASSIN SOUTH,2016,PLANTAIN,1874.75,11.35,21271.21
CENTRAL,ASSIN NORTH,2016,PLANTAIN,2065.21,7.17,14813.58
CENTRAL,ABURA-ASEBU-KWAMANKESE,2016,PLANTAIN,1584.31,1.74,2749.26
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2016,PLANTAIN,575.16,9.37,5389.21
CENTRAL,MFANTSIMAN,2016,PLANTAIN,492.02,7.65,3763.47
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2016,PLANTAIN,665.65,8.49,5653.46
CENTRAL,AJUMAKO-ENYAN-ESIAM,2016,PLANTAIN,763.52,7.61,5811.82
CENTRAL,EFFUTU (WINNEBA),2016,PLANTAIN,45.90,12.71,583.58
CENTRAL,AWUTU-SENYA,2016,PLANTAIN,88.99,13.58,1208.13
CENTRAL,GOMOA EAST,2016,PLANTAIN,46.90,12.14,569.33
CENTRAL,GOMOA WEST,2016,PLANTAIN,49.01,11.58,567.61
CENTRAL,CAPE COAST,2016,PLANTAIN,167.92,7.79,1308.77
CENTRAL,AGONA EAST,2016,PLANTAIN,1573.79,6.83,10755.97
CENTRAL,AGONA WEST,2016,PLANTAIN,1433.83,12.13,17389.29
VOLTA,NORTH TONGU,2016,MAIZE,2336.59,1.57,3658.70
VOLTA,SOUTH TONGU (SOGAKOPE),2016,MAIZE,1936.59,1.56,3013.53
VOLTA,AKATSI,2016,MAIZE,2910.59,1.96,5701.72
VOLTA,KETA ,2016,MAIZE,974.59,1.19,1159.00
VOLTA,KETU NORTH,2016,MAIZE,2455.59,2.22,5455.00
VOLTA,KETU SOUTH,2016,MAIZE,1414.59,1.54,2176.60
VOLTA,KPANDO,2016,MAIZE,3128.59,1.61,5036.63
VOLTA,SOUTH DAYI,2016,MAIZE,2228.59,1.85,4116.70
VOLTA,HOHOE MUNICIPAL,2016,MAIZE,8738.59,2.34,20415.06
VOLTA,JASIKAN,2016,MAIZE,2584.59,2.41,6236.25
VOLTA,BIAKOYE,2016,MAIZE,2482.59,2.42,6001.24
VOLTA,KADJEBI,2016,MAIZE,3714.59,2.38,8839.77
VOLTA,NKWANTA NORTH,2016,MAIZE,3534.59,1.31,4623.45
VOLTA,NKWANTA SOUTH,2016,MAIZE,3552.59,1.41,4993.24
VOLTA,KRACHI WEST,2016,MAIZE,2744.59,1.43,3934.26
VOLTA,KRACHI EAST,2016,MAIZE,1887.89,1.56,2943.40
VOLTA,HO MUNICIPAL,2016,MAIZE,3096.59,1.61,4987.48
VOLTA,ADAKLU ANYIGBE,2016,MAIZE,2552.59,1.93,4931.01
VOLTA,NORTH TONGU,2016,RICE,1784.81,3.87,6910.96
VOLTA,SOUTH TONGU (SOGAKOPE),2016,RICE,2190.83,4.99,10932.96
VOLTA,KETU NORTH,2016,RICE,7080.60,6.45,45685.26
VOLTA,KPANDO,2016,RICE,954.16,4.98,4749.17
VOLTA,SOUTH DAYI,2016,RICE,748.42,4.27,3192.06
VOLTA,HOHOE MUNICIPAL,2016,RICE,9792.52,4.08,39905.27
VOLTA,JASIKAN,2016,RICE,4937.77,6.59,32530.67
VOLTA,BIAKOYE,2016,RICE,3878.39,4.82,18698.67
VOLTA,KADJEBI,2016,RICE,3821.48,4.49,17175.65
VOLTA,NKWANTA NORTH,2016,RICE,2461.15,4.53,11152.67
VOLTA,NKWANTA SOUTH,2016,RICE,2748.98,4.56,12535.16
VOLTA,KRACHI WEST,2016,RICE,2176.61,3.69,8021.49
VOLTA,KRACHI EAST,2016,RICE,2118.60,4.39,9303.34
VOLTA,HO MUNICIPAL,2016,RICE,790.00,5.05,3986.89
VOLTA,ADAKLU ANYIGBE,2016,RICE,658.68,5.43,3573.80
VOLTA,NKWANTA NORTH,2016,SORGHUM,85.50,3.74,319.44
VOLTA,NKWANTA SOUTH,2016,SORGHUM,120.50,2.66,320.79
VOLTA,KRACHI WEST,2016,SORGHUM,2365.50,1.23,2920.78
VOLTA,KRACHI EAST,2016,SORGHUM,1100.50,1.47,1617.00
VOLTA,NORTH TONGU,2016,CASSAVA,2661.78,17.93,47720.97
VOLTA,SOUTH TONGU (SOGAKOPE),2016,CASSAVA,2341.78,15.38,36010.62
VOLTA,AKATSI,2016,CASSAVA,2891.78,17.00,49165.32
VOLTA,KETA ,2016,CASSAVA,1291.78,11.59,14967.56
VOLTA,KETU NORTH,2016,CASSAVA,8011.78,16.28,130429.84
VOLTA,KETU SOUTH,2016,CASSAVA,2481.78,15.97,39631.55
VOLTA,KPANDO,2016,CASSAVA,2031.78,16.58,33695.43
VOLTA,SOUTH DAYI,2016,CASSAVA,1434.78,18.49,26532.83
VOLTA,HOHOE MUNICIPAL,2016,CASSAVA,9781.78,14.49,141762.43
VOLTA,JASIKAN,2016,CASSAVA,8341.78,18.30,152676.00
VOLTA,BIAKOYE,2016,CASSAVA,7169.78,18.26,130946.63
VOLTA,KADJEBI,2016,CASSAVA,4581.78,17.34,79470.21
VOLTA,NKWANTA NORTH,2016,CASSAVA,1401.78,22.56,31627.84
VOLTA,NKWANTA SOUTH,2016,CASSAVA,1762.78,21.11,37216.89
VOLTA,KRACHI WEST,2016,CASSAVA,11741.78,18.93,222260.86
VOLTA,KRACHI EAST,2016,CASSAVA,9701.78,18.14,175957.01
VOLTA,HO MUNICIPAL,2016,CASSAVA,4581.78,17.13,78475.57
VOLTA,ADAKLU ANYIGBE,2016,CASSAVA,1331.78,19.25,25632.47
VOLTA,KPANDO,2016,YAM,1629.44,11.42,18611.12
VOLTA,SOUTH DAYI,2016,YAM,148.58,10.68,1587.47
VOLTA,HOHOE MUNICIPAL,2016,YAM,1602.05,9.25,14824.50
VOLTA,JASIKAN,2016,YAM,1217.64,13.72,16711.67
VOLTA,BIAKOYE,2016,YAM,1147.65,12.55,14404.29
VOLTA,KADJEBI,2016,YAM,1386.01,12.97,17981.12
VOLTA,NKWANTA NORTH,2016,YAM,5161.18,20.14,103925.93
VOLTA,NKWANTA SOUTH,2016,YAM,4570.87,18.39,84040.82
VOLTA,KRACHI WEST,2016,YAM,6061.87,17.20,104235.47
VOLTA,KRACHI EAST,2016,YAM,7715.15,17.63,135980.12
VOLTA,HO MUNICIPAL,2016,YAM,982.33,13.09,12861.11
VOLTA,ADAKLU ANYIGBE,2016,YAM,336.23,10.48,3523.40
VOLTA,KPANDO,2016,COCOYAM,128.25,7.13,914.73
VOLTA,SOUTH DAYI,2016,COCOYAM,118.25,5.99,708.82
VOLTA,HOHOE MUNICIPAL,2016,COCOYAM,263.25,4.23,1114.45
VOLTA,JASIKAN,2016,COCOYAM,2218.25,10.62,23551.41
VOLTA,BIAKOYE,2016,COCOYAM,1408.25,10.63,14971.70
VOLTA,KADJEBI,2016,COCOYAM,2312.25,8.75,20236.38
VOLTA,NKWANTA NORTH,2016,COCOYAM,458.25,6.05,2770.84
VOLTA,NKWANTA SOUTH,2016,COCOYAM,466.25,6.72,3134.94
VOLTA,KRACHI WEST,2016,COCOYAM,93.25,4.76,443.82
VOLTA,KRACHI EAST,2016,COCOYAM,129.25,4.92,636.08
VOLTA,HO MUNICIPAL,2016,COCOYAM,488.25,3.85,1881.69
VOLTA,ADAKLU ANYIGBE,2016,COCOYAM,39.25,7.80,306.15
VOLTA,KPANDO,2016,PLANTAIN,284.53,5.09,1448.96
VOLTA,SOUTH DAYI,2016,PLANTAIN,206.98,5.77,1195.07
VOLTA,HOHOE MUNICIPAL,2016,PLANTAIN,707.70,6.23,4411.44
VOLTA,JASIKAN,2016,PLANTAIN,3752.99,8.21,30829.50
VOLTA,BIAKOYE,2016,PLANTAIN,1203.99,8.23,9903.83
VOLTA,KADJEBI,2016,PLANTAIN,2804.73,7.23,20279.51
VOLTA,NKWANTA NORTH,2016,PLANTAIN,315.55,6.71,2116.91
VOLTA,NKWANTA SOUTH,2016,PLANTAIN,281.20,6.46,1816.55
VOLTA,KRACHI WEST,2016,PLANTAIN,174.86,5.15,900.28
VOLTA,KRACHI EAST,2016,PLANTAIN,240.22,5.93,1424.79
VOLTA,HO MUNICIPAL,2016,PLANTAIN,362.07,9.64,3491.08
VOLTA,ADAKLU ANYIGBE,2016,PLANTAIN,65.19,5.92,386.06
VOLTA,NKWANTA NORTH,2016,SOYABEAN,302.79,0.62,189.15
VOLTA,NKWANTA SOUTH,2016,SOYABEAN,335.31,0.64,214.10
VOLTA,KRACHI WEST,2016,SOYABEAN,1429.63,0.82,1170.18
VOLTA,KRACHI EAST,2016,SOYABEAN,1195.27,0.77,924.57
VOLTA,NORTH TONGU,2016,COWPEA,66.27,1.49,98.99
VOLTA,SOUTH TONGU (SOGAKOPE),2016,COWPEA,50.16,1.44,72.10
VOLTA,AKATSI,2016,COWPEA,552.22,2.66,1468.98
VOLTA,KETA ,2016,COWPEA,389.75,1.28,499.58
VOLTA,NKWANTA NORTH,2016,COWPEA,313.63,1.39,436.87
VOLTA,NKWANTA SOUTH,2016,COWPEA,593.94,1.42,843.05
VOLTA,KRACHI WEST,2016,COWPEA,217.03,1.44,313.43
EASTERN,BIRIM SOUTH,2016,MAIZE,5254.54,2.98,15665.11
EASTERN,BIRIM CENTRAL,2016,MAIZE,7416.50,3.02,22415.30
EASTERN,WEST AKIM,2016,MAIZE,12086.14,3.97,48029.60
EASTERN,SUHUM KRABOA COALTAR,2016,MAIZE,7345.38,2.68,19717.64
EASTERN,AKUAPIM SOUTH,2016,MAIZE,5746.95,2.65,15237.22
EASTERN,AKUAPIM NORTH,2016,MAIZE,7962.60,2.85,22697.10
EASTERN,NEW JUABEN,2016,MAIZE,4543.66,2.65,12063.19
EASTERN,YILO KROBO,2016,MAIZE,7798.93,2.23,17393.69
EASTERN,EAST AKIM,2016,MAIZE,5189.89,2.59,13442.75
EASTERN,ATIWA,2016,MAIZE,5836.70,2.73,15928.80
EASTERN,KWAEBIBIREM,2016,MAIZE,5805.67,2.81,16301.85
EASTERN,BIRIM NORTH,2016,MAIZE,3924.71,2.39,9374.82
EASTERN,AKYEMANSA,2016,MAIZE,5475.22,2.47,13550.10
EASTERN,KWAHU WEST,2016,MAIZE,3662.99,2.62,9584.59
EASTERN,KWAHU SOUTH,2016,MAIZE,3907.98,2.56,9986.81
EASTERN,KWAHU EAST,2016,MAIZE,2657.02,2.60,6897.76
EASTERN,FANTEAKWA,2016,MAIZE,14253.05,2.15,30667.13
EASTERN,AFRAM PLAINS,2016,MAIZE,22499.07,2.83,63601.59
EASTERN,ASUOGYAMAN,2016,MAIZE,7558.74,2.12,16016.60
EASTERN,LOWER MANYA KROBO,2016,MAIZE,4667.75,2.43,11342.09
EASTERN,UPPER MANYA KROBO,2016,MAIZE,7129.50,2.40,17138.27
EASTERN,BIRIM SOUTH,2016,RICE,1609.65,3.58,5760.05
EASTERN,BIRIM CENTRAL,2016,RICE,2127.89,3.55,7554.21
EASTERN,WEST AKIM,2016,RICE,70.00,3.30,231.00
EASTERN,EAST AKIM,2016,RICE,79.00,3.30,260.70
EASTERN,ATIWA,2016,RICE,171.60,4.00,686.68
EASTERN,KWAEBIBIREM,2016,RICE,1147.12,3.63,4158.77
EASTERN,BIRIM NORTH,2016,RICE,1063.02,4.17,4430.06
EASTERN,AKYEMANSA,2016,RICE,1145.44,4.15,4758.61
EASTERN,KWAHU WEST,2016,RICE,129.00,3.49,450.21
EASTERN,FANTEAKWA,2016,RICE,23.07,, - 
EASTERN,AFRAM PLAINS,2016,RICE,93.82,4.65,436.56
EASTERN,LOWER MANYA KROBO,2016,RICE,799.52,3.70,2955.37
EASTERN,UPPER MANYA KROBO,2016,RICE,1152.37,3.52,4055.10
EASTERN,BIRIM SOUTH,2016,CASSAVA,6247.49,25.88,161713.41
EASTERN,BIRIM CENTRAL,2016,CASSAVA,8508.08,25.11,213665.55
EASTERN,WEST AKIM,2016,CASSAVA,15276.89,28.27,431835.14
EASTERN,SUHUM KRABOA COALTAR,2016,CASSAVA,11798.57,26.19,309007.45
EASTERN,AKUAPIM SOUTH,2016,CASSAVA,7189.79,25.94,186536.19
EASTERN,AKUAPIM NORTH,2016,CASSAVA,11788.76,26.89,316970.90
EASTERN,NEW JUABEN,2016,CASSAVA,5057.29,21.76,110051.00
EASTERN,YILO KROBO,2016,CASSAVA,11579.25,17.24,199673.21
EASTERN,EAST AKIM,2016,CASSAVA,8117.05,22.58,183317.14
EASTERN,ATIWA,2016,CASSAVA,8363.91,35.40,296091.93
EASTERN,KWAEBIBIREM,2016,CASSAVA,9016.31,21.31,192120.24
EASTERN,BIRIM NORTH,2016,CASSAVA,5311.41,25.10,133291.82
