REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
BRONG AHAFO,NKORANZA SOUTH,1/1/2016,GROUNDNUT,"2,020.00",0.81,"1,645.00",852,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2016,GROUNDNUT,148,1.14,169,852,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2016,GROUNDNUT,"2,576.00",1.24,"3,207.00",852,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2016,GROUNDNUT,"1,215.00",1.74,"2,113.00",852,,
BRONG AHAFO,PRU,1/1/2016,GROUNDNUT,"2,140.00",1.29,"2,767.00",852,,
BRONG AHAFO,TAIN,1/1/2016,GROUNDNUT,600,0.88,528,852,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2016,COWPEA,"2,097.00",0.93,"1,943.00",852,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2016,COWPEA,"2,610.00",0.95,"2,476.00",852,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2016,COWPEA,611,1.32,807,852,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2016,COWPEA,800,1.38,"1,104.00",852,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2016,COWPEA,441,1.47,647,852,,
BRONG AHAFO,TAIN,1/1/2016,COWPEA,455,1.13,515,852,,
UPPER EAST,BUILSA NORTH,1/1/2016,MAIZE,"4,070.00",1.18,"4,791.00",503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,MAIZE,705,1.6,"1,128.00",503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,MAIZE,"1,840.00",1.2,"2,208.00",503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,MAIZE,"1,540.00",1.3,"2,002.00",503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,MAIZE,"1,585.00",1.9,"3,011.50",503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,MAIZE,"3,150.00",1.89,"5,947.00",503,,
UPPER EAST,BINDURI,1/1/2016,MAIZE,"4,842.00",1.4,"6,774.00",503,,
UPPER EAST,PUSIGA,1/1/2016,MAIZE,"4,490.00",1.23,"5,542.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,MAIZE,"7,258.00",1.46,"10,612.80",503,,
UPPER EAST,BONGO,1/1/2016,MAIZE,870,1.51,"1,314.00",503,,
UPPER EAST,GARU TEMPANE,1/1/2016,MAIZE,"10,750.00",1.33,"14,275.00",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,MAIZE,"2,740.00",1.74,"4,778.00",503,,
UPPER EAST,BUILSA NORTH,1/1/2016,RICE,"9,004.00",2.11,"19,008.00",503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,RICE,860,4.23,"3,634.00",503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,RICE,"4,320.00",3.72,"16,054.00",503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,RICE,"1,358.00",5.48,"7,436.00",503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,RICE,"2,900.00",2.89,"8,380.00",503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,RICE,"2,807.00",2.67,"7,503.80",503,,
UPPER EAST,BINDURI,1/1/2016,RICE,"2,610.00",3,"7,838.00",503,,
UPPER EAST,PUSIGA,1/1/2016,RICE,"2,478.00",2.23,"5,533.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,RICE,"6,540.00",3.26,"21,342.00",503,,
UPPER EAST,BONGO,1/1/2016,RICE,"2,590.00",3.72,"9,622.00",503,,
UPPER EAST,GARU TEMPANE,1/1/2016,RICE,"5,492.00",2.27,"12,484.00",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,RICE,"2,880.00",1.89,"5,447.00",503,,
UPPER EAST,BUILSA NORTH,1/1/2016,MILLET,"4,220.00",0.97,"4,096.00",503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,MILLET,825,1,825,503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,MILLET,"1,830.00",1.02,"1,872.00",503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,MILLET,"1,040.00",1.4,"1,452.00",503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,MILLET,"2,100.00",1.25,"2,615.00",503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,MILLET,"2,232.00",1.43,"3,182.40",503,,
UPPER EAST,BINDURI,1/1/2016,MILLET,"2,113.00",1,"2,115.00",503,,
UPPER EAST,PUSIGA,1/1/2016,MILLET,"2,410.00",1.8,"4,330.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,MILLET,"9,500.00",1.07,"10,131.00",503,,
UPPER EAST,BONGO,1/1/2016,MILLET,"4,420.00",0.83,"3,674.00",503,,
UPPER EAST,GARU TEMPANE,1/1/2016,MILLET,"6,401.00",0.88,"5,604.50",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,MILLET,"3,431.00",0.71,"2,426.40",503,,
UPPER EAST,BUILSA NORTH,1/1/2016,SORGHUM,"2,469.20",1.16,"2,870.30",503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,SORGHUM,"3,703.80",1.91,"7,086.14",503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,SORGHUM,"4,980.00",0.88,"4,380.00",503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,SORGHUM,"3,300.00",0.84,"2,770.00",503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,SORGHUM,"4,420.00",1.01,"4,462.00",503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,SORGHUM,"2,821.00",0.86,"2,427.10",503,,
UPPER EAST,BINDURI,1/1/2016,SORGHUM,"2,905.00",0.73,"2,106.50",503,,
UPPER EAST,PUSIGA,1/1/2016,SORGHUM,"2,810.00",0.74,"2,082.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,SORGHUM,"10,800.00",0.93,"10,020.00",503,,
UPPER EAST,BONGO,1/1/2016,SORGHUM,"4,788.00",0.69,"3,280.00",503,,
UPPER EAST,GARU TEMPANE,1/1/2016,SORGHUM,"7,205.00",0.75,"5,421.80",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,SORGHUM,"4,805.00",0.68,"3,266.00",503,,
UPPER EAST,BUILSA NORTH,1/1/2016,GROUNDNUT,"6,470.00",0.94,"6,111.00",503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,GROUNDNUT,750,1.33,997,503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,GROUNDNUT,"5,360.00",0.76,"4,060.00",503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,GROUNDNUT,"4,295.00",0.71,"3,028.00",503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,GROUNDNUT,"4,535.00",0.95,"4,288.50",503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,GROUNDNUT,"1,885.00",1.22,"2,298.50",503,,
UPPER EAST,BINDURI,1/1/2016,GROUNDNUT,"2,515.00",1.35,"3,389.00",503,,
UPPER EAST,PUSIGA,1/1/2016,GROUNDNUT,"2,912.00",1.11,"3,218.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,GROUNDNUT,"9,410.00",0.67,"6,349.00",503,,
UPPER EAST,BONGO,1/1/2016,GROUNDNUT,"6,507.00",0.47,"3,056.50",503,,
UPPER EAST,GARU TEMPANE,1/1/2016,GROUNDNUT,"6,348.00",0.34,"2,188.00",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,GROUNDNUT,"3,085.00",0.71,"2,192.50",503,,
UPPER EAST,BUILSA NORTH,1/1/2016,COWPEA,"1,360.00",0.73,986,503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,COWPEA,243,0.9,218.7,503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,COWPEA,"1,073.00",0.54,583,503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,COWPEA,424,1.07,454,503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,COWPEA,554,0.8,443.2,503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,COWPEA,400,3.85,"1,540.00",503,,
UPPER EAST,BINDURI,1/1/2016,COWPEA,940,1.04,980,503,,
UPPER EAST,PUSIGA,1/1/2016,COWPEA,850,1.21,"1,025.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,COWPEA,"3,010.00",0.57,"1,718.00",503,,
UPPER EAST,BONGO,1/1/2016,COWPEA,816,1.21,983.6,503,,
UPPER EAST,GARU TEMPANE,1/1/2016,COWPEA,"4,003.00",0.62,"2,480.50",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,COWPEA,"1,030.00",0.93,958.5,503,,
UPPER EAST,BUILSA NORTH,1/1/2016,SOYABEAN,290,0.7,203,503,,
UPPER EAST,BUILSA SOUTH,1/1/2016,SOYABEAN,180,0.9,162,503,,
UPPER EAST,KASSENA NANKANA MUNI.,1/1/2016,SOYABEAN,345,1,345,503,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2016,SOYABEAN,299,0.88,264,503,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2016,SOYABEAN,398,0.38,151.24,503,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2016,SOYABEAN,"1,515.00",1.12,"1,698.00",503,,
UPPER EAST,BINDURI,1/1/2016,SOYABEAN,"1,802.00",0.75,"1,352.60",503,,
UPPER EAST,PUSIGA,1/1/2016,SOYABEAN,"2,800.00",1.07,"3,000.00",503,,
UPPER EAST,BAWKU WEST,1/1/2016,SOYABEAN,"4,210.00",0.76,"3,189.00",503,,
UPPER EAST,BONGO,1/1/2016,SOYABEAN,283,0.82,232.2,503,,
UPPER EAST,GARU TEMPANE,1/1/2016,SOYABEAN,"2,340.00",0.99,"2,323.00",503,,
UPPER EAST,TALENSI NABDAM,1/1/2016,SOYABEAN,"1,710.00",1.01,"1,723.60",503,,
UPPER WEST,WA WEST,1/1/2016,MAIZE,"5,086.70",0.99,"5,040.50",448,,
UPPER WEST,WA EAST,1/1/2016,MAIZE,"8,242.18",1.15,"9,474.73",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,MAIZE,"6,226.92",1.51,"9,392.39",448,,
UPPER WEST,LAWRA,1/1/2016,MAIZE,"1,971.03",1.38,"2,717.35",448,,
UPPER WEST,SISSALA EAST,1/1/2016,MAIZE,"9,798.31",3.46,"33,933.97",448,,
UPPER WEST,SISSALA WEST,1/1/2016,MAIZE,"9,293.97",2.86,"26,579.44",448,,
UPPER WEST,JIRAPA,1/1/2016,MAIZE,"4,073.47",1.85,"7,523.74",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,MAIZE,"2,005.77",0.84,"1,681.66",448,,
UPPER WEST,NADOWLI,1/1/2016,MAIZE,"6,969.58",1.34,"9,372.63",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,MAIZE,"6,311.69",1.34,"8,430.38",448,,
UPPER WEST,NANDOM,1/1/2016,MAIZE,982.89,1.31,"1,291.98",448,,
UPPER WEST,WA WEST,1/1/2016,RICE,"1,502.18",2,"3,010.79",448,,
UPPER WEST,WA EAST,1/1/2016,RICE,920.13,1.67,"1,540.61",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,RICE,542.22,1.45,785.81,448,,
UPPER WEST,LAWRA,1/1/2016,RICE,118,1.32,155.77,448,,
UPPER WEST,SISSALA EAST,1/1/2016,RICE,206.26,2.85,587.28,448,,
UPPER WEST,SISSALA WEST,1/1/2016,RICE,498.85,1.22,609.96,448,,
UPPER WEST,JIRAPA,1/1/2016,RICE,649.79,1.04,678.13,448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,RICE,442.89,0.86,382.08,448,,
UPPER WEST,NADOWLI,1/1/2016,RICE,149.66,1.13,169.47,448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,RICE,237.91,1.08,256.76,448,,
UPPER WEST,NANDOM,1/1/2016,RICE,120.88,1.09,131.7,448,,
UPPER WEST,WA WEST,1/1/2016,MILLET,"5,316.72",0.43,"2,307.48",448,,
UPPER WEST,WA EAST,1/1/2016,MILLET,"5,459.45",0.77,"4,207.10",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,MILLET,"5,906.38",1.11,"6,573.89",448,,
UPPER WEST,LAWRA,1/1/2016,MILLET,"5,459.45",1.06,"5,768.13",448,,
UPPER WEST,SISSALA EAST,1/1/2016,MILLET,"2,807.78",1.38,"3,868.84",448,,
UPPER WEST,SISSALA WEST,1/1/2016,MILLET,"4,199.85",1.01,"4,246.86",448,,
UPPER WEST,JIRAPA,1/1/2016,MILLET,"7,413.08",0.36,"2,678.14",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,MILLET,"5,548.66",0.55,"3,029.59",448,,
UPPER WEST,NADOWLI,1/1/2016,MILLET,"6,596.88",1.05,"6,956.03",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,MILLET,"2,899.22",1,"2,910.22",448,,
UPPER WEST,NANDOM,1/1/2016,MILLET,"3,889.41",1.03,"3,999.71",448,,
UPPER WEST,WA WEST,1/1/2016,SORGHUM,"6,364.76",0.77,"4,917.97",448,,
UPPER WEST,WA EAST,1/1/2016,SORGHUM,"3,995.17",0.9,"3,594.98",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,SORGHUM,"7,168.98",0.97,"6,963.55",448,,
UPPER WEST,LAWRA,1/1/2016,SORGHUM,"15,132.01",1.22,"18,503.14",448,,
UPPER WEST,SISSALA EAST,1/1/2016,SORGHUM,900.13,1.74,"1,570.25",448,,
UPPER WEST,SISSALA WEST,1/1/2016,SORGHUM,"9,594.51",0.89,"8,498.94",448,,
UPPER WEST,JIRAPA,1/1/2016,SORGHUM,"12,305.62",0.52,"6,445.60",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,SORGHUM,"7,244.60",0.53,"3,852.55",448,,
UPPER WEST,NADOWLI,1/1/2016,SORGHUM,"10,296.01",0.92,"9,446.49",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,SORGHUM,"8,424.98",0.95,"8,000.99",448,,
UPPER WEST,NANDOM,1/1/2016,SORGHUM,"16,838.26",1.18,"19,940.55",448,,
UPPER WEST,WA WEST,1/1/2016,YAM,"6,666.29",13.2,"88,000.54",448,,
UPPER WEST,WA EAST,1/1/2016,YAM,"6,353.81",20.34,"129,230.42",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,YAM,"6,722.07",24.25,"163,012.91",448,,
UPPER WEST,SISSALA EAST,1/1/2016,YAM,"3,578.52",14.08,"50,388.74",448,,
UPPER WEST,SISSALA WEST,1/1/2016,YAM,"2,825.57",16.15,"45,644.06",448,,
UPPER WEST,JIRAPA,1/1/2016,YAM,934.85,16.13,"15,083.22",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,YAM,549.6,9.97,"5,481.69",448,,
UPPER WEST,NADOWLI,1/1/2016,YAM,"2,754.01",22.98,"63,285.02",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,YAM,"2,502.98",25.03,"62,656.39",448,,
UPPER WEST,WA WEST,1/1/2016,GROUNDNUT,"26,647.38",1.53,"40,652.90",448,,
UPPER WEST,WA EAST,1/1/2016,GROUNDNUT,"16,288.88",1.05,"17,095.71",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,GROUNDNUT,"22,238.29",1.04,"23,120.27",448,,
UPPER WEST,LAWRA,1/1/2016,GROUNDNUT,"4,203.97",1.43,"6,027.82",448,,
UPPER WEST,SISSALA EAST,1/1/2016,GROUNDNUT,"9,724.71",1,"9,729.23",448,,
UPPER WEST,SISSALA WEST,1/1/2016,GROUNDNUT,"11,878.67",1.67,"19,788.55",448,,
UPPER WEST,JIRAPA,1/1/2016,GROUNDNUT,"17,511.86",1.22,"21,429.61",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,GROUNDNUT,"10,033.32",0.66,"6,651.90",448,,
UPPER WEST,NADOWLI,1/1/2016,GROUNDNUT,"5,499.38",0.85,"4,678.50",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,GROUNDNUT,"4,035.32",0.83,"3,356.00",448,,
UPPER WEST,NANDOM,1/1/2016,GROUNDNUT,"3,970.54",1.46,"5,791.99",448,,
UPPER WEST,WA WEST,1/1/2016,COWPEA,"4,406.37",1.68,"7,398.23",448,,
UPPER WEST,WA EAST,1/1/2016,COWPEA,"4,863.65",1.29,"6,297.09",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,COWPEA,"4,285.39",1.38,"5,897.69",448,,
UPPER WEST,LAWRA,1/1/2016,COWPEA,212.05,1.92,407.57,448,,
UPPER WEST,SISSALA EAST,1/1/2016,COWPEA,"1,686.97",1.24,"2,094.09",448,,
UPPER WEST,SISSALA WEST,1/1/2016,COWPEA,"10,554.31",1.39,"14,619.33",448,,
UPPER WEST,JIRAPA,1/1/2016,COWPEA,"6,692.39",0.97,"6,486.80",448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,COWPEA,"4,435.91",0.8,"3,532.54",448,,
UPPER WEST,NADOWLI,1/1/2016,COWPEA,"10,537.98",1.48,"15,566.90",448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,COWPEA,"10,733.88",1.53,"16,385.65",448,,
UPPER WEST,NANDOM,1/1/2016,COWPEA,199.98,1.67,333.38,448,,
UPPER WEST,WA WEST,1/1/2016,SOYABEAN,"3,748.04",1.49,"5,590.15",448,,
UPPER WEST,WA EAST,1/1/2016,SOYABEAN,"3,542.89",1.18,"4,177.04",448,,
UPPER WEST,WA MUNICIPAL,1/1/2016,SOYABEAN,"3,395.62",1.26,"4,276.63",448,,
UPPER WEST,LAWRA,1/1/2016,SOYABEAN,159.62,0.87,138.66,448,,
UPPER WEST,SISSALA EAST,1/1/2016,SOYABEAN,"1,292.37",1.7,"2,199.19",448,,
UPPER WEST,SISSALA WEST,1/1/2016,SOYABEAN,164.76,1.55,254.96,448,,
UPPER WEST,JIRAPA,1/1/2016,SOYABEAN,164.76,0.55,90.21,448,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2016,SOYABEAN,197.09,0.43,85.63,448,,
UPPER WEST,NADOWLI,1/1/2016,SOYABEAN,447.95,1.13,505.37,448,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2016,SOYABEAN,352.18,1.13,397.13,448,,
UPPER WEST,NANDOM,1/1/2016,SOYABEAN,105.04,0.82,86.31,448,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2016,PLANTAIN,361,9.31,"3,360.00",1268,,
WESTERN,SHAMA ,1/1/2016,PLANTAIN,287.34,5.01,"1,441.00",1268,,
WESTERN,AHANTA WEST,1/1/2016,PLANTAIN,310,6.93,"2,148.00",1268,,
WESTERN,MPORHOR WASSA EAST,1/1/2016,PLANTAIN,"1,988.60",9.45,"18,788.00",1268,,
WESTERN,TARKWA NSUAEM,1/1/2016,PLANTAIN,624.21,12.08,"7,542.00",1268,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2016,PLANTAIN,642.72,9.48,"6,090.00",1268,,
WESTERN,NZEMA EAST,1/1/2016,PLANTAIN,324.61,11.23,"3,646.00",1268,,
WESTERN,ELLEMBELE,1/1/2016,PLANTAIN,330,4.71,"1,553.00",1268,,
WESTERN,JOMORO,1/1/2016,PLANTAIN,332.55,10.97,"3,649.00",1268,,
WESTERN,AMENFI EAST,1/1/2016,PLANTAIN,"5,124.00",11.59,"59,373.00",1268,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2016,PLANTAIN,"6,515.30",1.07,"6,985.00",1268,,
WESTERN,AOWIN -SUAMAN,1/1/2016,PLANTAIN,"13,116.22",9.78,"128,269.00",1268,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2016,PLANTAIN,"9,400.98",9.51,"89,367.00",1268,,
WESTERN,SEFWI-WIAWSO,1/1/2016,PLANTAIN,"7,241.17",13.3,"96,321.00",1268,,
WESTERN,AKONTOMBRA,1/1/2016,PLANTAIN,"6,182.00",10.98,"67,856.00",1268,,
WESTERN,BIA,1/1/2016,PLANTAIN,"6,625.30",9.44,"62,513.00",1268,,
WESTERN,JUABESO,1/1/2016,PLANTAIN,"10,336.00",8.44,"87,239.00",1268,,
WESTERN,AMENFI EAST,1/1/2017,MAIZE,"3,859.00",1.39,"5,364.01",1780,,
WESTERN,AHANTA WEST,1/1/2017,MAIZE,"1,360.00",1.12,"1,523.20",1780,,
WESTERN,AKONTOMBRA,1/1/2017,MAIZE,"3,807.00",1.25,"4,758.75",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,MAIZE,"1,308.00",1.54,"2,014.32",1780,,
WESTERN,AMENFI  WEST ,1/1/2017,MAIZE,"2,494.00",1.52,"3,790.88",1780,,
WESTERN,AOWIN,1/1/2017,MAIZE,"6,251.00",1.29,"8,063.79",1780,,
WESTERN,BIA EAST,1/1/2017,MAIZE,"1,898.00",2.32,"4,403.36",1780,,
WESTERN,BIA WEST,1/1/2017,MAIZE,"3,247.00",2.25,"7,305.75",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,MAIZE,"4,889.00",1.15,"5,622.35",1780,,
WESTERN,BODI,1/1/2017,MAIZE,"2,755.00",1.64,"4,518.20",1780,,
WESTERN,ELLEMBELE,1/1/2017,MAIZE,620,1.04,644.8,1780,,
WESTERN,JOMORO,1/1/2017,MAIZE,794,1.24,984.56,1780,,
WESTERN,JUABESO,1/1/2017,MAIZE,"4,082.00",1.61,"6,572.02",1780,,
WESTERN,MPORHOR ,1/1/2017,MAIZE,775,1.98,"1,534.50",1780,,
WESTERN,NZEMA EAST,1/1/2017,MAIZE,"1,433.00",1.24,"1,776.92",1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,MAIZE,"1,298.00",1.16,"1,505.68",1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,MAIZE,"3,268.00",1.96,"6,405.28",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,MAIZE,656,1.01,662.56,1780,,
WESTERN,SHAMA ,1/1/2017,MAIZE,382,1.02,389.64,1780,,
WESTERN,SUAMAN,1/1/2017,MAIZE,"1,621.00",1.3,"2,107.30",1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,MAIZE,"1,215.00",1.2,"1,458.00",1780,,
WESTERN,WASSA EAST,1/1/2017,MAIZE,965,1.95,"1,881.75",1780,,
WESTERN,AMENFI EAST,1/1/2017,RICE,"1,325.00",1.21,"1,603.25",1780,,
WESTERN,AHANTA WEST,1/1/2017,RICE,80,1.32,105.6,1780,,
WESTERN,AKONTOMBRA,1/1/2017,RICE,"1,528.00",1.16,"1,772.48",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,RICE,"1,078.00",1.37,"1,476.86",1780,,
WESTERN,AMENFI  WEST ,1/1/2017,RICE,"1,157.00",1.11,"1,284.27",1780,,
WESTERN,AOWIN,1/1/2017,RICE,"2,201.00",1.27,"2,795.27",1780,,
WESTERN,BIA EAST,1/1/2017,RICE,"1,129.00",1.3,"1,467.70",1780,,
WESTERN,BIA WEST,1/1/2017,RICE,"2,583.00",1.2,"3,099.60",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,RICE,"2,005.00",1.2,"2,406.00",1780,,
WESTERN,BODI,1/1/2017,RICE,"2,429.00",1.98,"4,809.42",1780,,
WESTERN,ELLEMBELE,1/1/2017,RICE,936,1.09,"1,020.24",1780,,
WESTERN,JOMORO,1/1/2017,RICE,"1,308.00",1.19,"1,556.52",1780,,
WESTERN,JUABESO,1/1/2017,RICE,"1,475.00",1.9,"2,802.50",1780,,
WESTERN,MPORHOR ,1/1/2017,RICE,51,1.63,83.13,1780,,
WESTERN,NZEMA EAST,1/1/2017,RICE,379,1.22,462.38,1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,RICE,"1,261.00",1.12,"1,412.32",1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,RICE,"2,948.00",1.48,"4,363.04",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,RICE,65,1.02,66.3,1780,,
WESTERN,SHAMA ,1/1/2017,RICE,186,0.76,141.36,1780,,
WESTERN,SUAMAN,1/1/2017,RICE,564,1.26,710.64,1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,RICE,"1,105.00",1.1,"1,215.50",1780,,
WESTERN,WASSA EAST,1/1/2017,RICE,92,1.55,142.6,1780,,
WESTERN,AMENFI EAST,1/1/2017,CASSAVA,"5,543.00",10.22,"56,649.46",1780,,
WESTERN,AHANTA WEST,1/1/2017,CASSAVA,"4,312.00",12.54,"54,072.48",1780,,
WESTERN,AKONTOMBRA,1/1/2017,CASSAVA,"4,302.00",12.29,"52,871.58",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,CASSAVA,"1,154.00",18.14,"20,933.56",1780,,
WESTERN,AMENFI  WEST ,1/1/2017,CASSAVA,"2,095.00",18.15,"38,024.25",1780,,
WESTERN,AOWIN,1/1/2017,CASSAVA,"8,640.00",16.63,"143,683.20",1780,,
WESTERN,BIA EAST,1/1/2017,CASSAVA,997,10.25,"10,219.25",1780,,
WESTERN,BIA WEST,1/1/2017,CASSAVA,"1,936.00",11.49,"22,244.64",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,CASSAVA,"6,907.00",14.74,"101,809.18",1780,,
WESTERN,BODI,1/1/2017,CASSAVA,"2,220.00",13.35,"29,637.00",1780,,
WESTERN,ELLEMBELE,1/1/2017,CASSAVA,"3,294.00",9.63,"31,721.22",1780,,
WESTERN,JOMORO,1/1/2017,CASSAVA,"4,953.00",13.4,"66,370.20",1780,,
WESTERN,JUABESO,1/1/2017,CASSAVA,"4,331.00",14.47,"62,669.57",1780,,
WESTERN,MPORHOR ,1/1/2017,CASSAVA,"2,143.00",10.2,"21,858.60",1780,,
WESTERN,NZEMA EAST,1/1/2017,CASSAVA,"4,303.00",18.07,"77,755.21",1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,CASSAVA,"1,354.00",27.97,"37,871.38",1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,CASSAVA,"5,767.00",14.38,"82,929.46",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,CASSAVA,"1,177.00",15.31,"18,019.87",1780,,
WESTERN,SHAMA ,1/1/2017,CASSAVA,"1,189.00",22.39,"26,621.71",1780,,
WESTERN,SUAMAN,1/1/2017,CASSAVA,"3,989.00",15,"59,835.00",1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,CASSAVA,"4,105.00",8.05,"33,045.25",1780,,
WESTERN,WASSA EAST,1/1/2017,CASSAVA,"3,262.00",9.5,"30,989.00",1780,,
WESTERN,AMENFI EAST,1/1/2017,YAM,511,11.66,"5,958.26",1780,,
WESTERN,AHANTA WEST,1/1/2017,YAM,23,4.64,106.72,1780,,
WESTERN,AKONTOMBRA,1/1/2017,YAM,"1,241.00",3.66,"4,542.06",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,YAM,121,5.72,692.12,1780,,
WESTERN,AMENFI  WEST ,1/1/2017,YAM,600,5.74,"3,444.00",1780,,
WESTERN,AOWIN,1/1/2017,YAM,627,7.12,"4,464.24",1780,,
